id,text,Emotion,Offensive,Hate
5768,RT @taleen_hajjar: تاريخ غدر و فتنة <LF>#جعجع_راس_الفتنة https://t.co/iPbcLpSfr2,anger,yes,not_hate
7482,ابي خااال جاد الان يقابل 🌚<LF><LF>يكون مبادل نحيف  وعنده بمكان<LF><LF> #مبادل_جده,anticipation,no,
2630,لمن يحتاج علاج نفسي عن طريق الجلسات النفسية وتكون ظروفه المادية صعبة نتيجة فقر او عدم وجود عائل يصرف عليه فأنا أتكفل بعلاجه عندي في العيادة بدون أي مبلغ مادي ولوجه الله.<LF><LF>للتنسيق عبر الواتس : ٠٥٠٤٤٥٣٥٢٦,neutral,no,
7048,إن للطبيعة سِحرٌ وجمالٌ ربانيٌّ برؤيتها تَهدَئ النفس وتُريح الأعصاب ومبعث للسعادة 🌷<LF> 👈 الآن نفخر بأن نقدم لكم السعادة والجمال <LF>بأروع التصميمات العصرية المميزة✋<LF>وبأفضل إستغلال للمساحات المتوفرة 👌<LF>بأقل تكلفة ممكنة 👍<LF>تواصل👇<LF>https://t.co/52O8jwmwBK https://t.co/eooty55T9h,confidence,no,
5621,@IttiMania طموحي فريق ممتع .. اتسلى وانا اشوفه يكون عندي ثقه بالمنافسه وبالفوز وبعدها اتمنى البطولات 🏆 🐯,optimism,no,
5036,حافظوا على سلامتكم ، وأتبعوا التعليمات ، فالوضع الوبائي كارثي ، وعلى الجهات المعنية وضع حد لأسعار الكمامات والقفازات وفيتامين c والمطهرات في الصيدليات ، هناك زيادة للتسعيرة واستغلال للمواطن بشكل كبير .<LF><LF>حفظ الله الجميع,fear,no,
1080,RT @m0hassa: حسابك عاوز تكبره ...؟ ضع رتويت ونقطه ونهجم عليك بالفولو❤,anticipation,no,
4283,@sam6hfc @tamimsarmy @saaarah25 @BoFahad_Qatar @ahjh_althani @jaberalharmi طيب القطري غبي ، بس في اغبى منه اللي بروح ويستأنف في نفس المحاكم!!🤣 وفي محكمة بابا قصة اخرى من الدلاخه 🤣🤣<LF><LF>لاصرت حر تعال ناقش اما للحين انت وماتملك من مال وعيال ملك السلول ، بالتبعية <LF><LF>والحين ارجع الزريبه اللي طلعت منها،لايجيك ابومنشار يقطعك https://t.co/ibtYdrCAYD,disgust,yes,hate
2085,@Ibn_Yemen2020 @samy_1294 أمريكا قتلت الهنود الحمر واحتلت بلادهم,neutral,no,
2452,آبار الحياة حياة للملايين في أفريقيا<LF><LF>قال اﻟﻨﺒﻲ ﷺ <LF>( ﻟﻴﺲ ﺻﺪﻗﺔ ﺃﻋﻈﻢ ﺃﺟﺮا ﻣﻦ ﻣﺎء ) حسنه الألباني <LF><LF>للتبرع<LF><LF>⬇️⬇️<LF><LF>https://t.co/RK2YLsZuql<LF><LF>للتواصل<LF>جمعية آفاق الخير الكويتية<LF>97294994<LF>22540525 <LF><LF>اشترك معنا في فريق الدال على الخير <LF><LF>⬇️⬇️<LF><LF> https://t.co/93kUtf3LKT https://t.co/Nvs2n2dIJw,neutral,no,
4966,إلى متى نناشد يا وزير التعليم ،،<LF><LF>إلى متى وشهاداتنا تربوية !!<LF><LF>إلى متى تجميد أقدمية !!<LF><LF>ألا توجد حلول لنا !!<LF><LF>هل من الصعب على وزارة كالتعليم ،،<LF><LF>إنهاء موضوعنا ؟!!<LF><LF>ما زال الأمل بالله ثم بكم <LF><LF>@minister_moe_sa <LF><LF> #خريجات_التربية_ضحايا_الشورى_والتعليم,pessimism,no,
2023,🚨 عاجل <LF><LF>الاتحاد الآسيوي يعلن بشكل رسمي عن تأجيل مباريات التصفيات المؤهلة إلى كأس العالم 2022 وكأس آسيا 2023. 🏟❌<LF>بسبب 👇<LF>استمرار تفشي فيروس كورونا في دول القارة 🌏 https://t.co/J3dTp1Tw9w,neutral,no,
5826,@Ahmed__shfc شكل سلمان الفرج جاينا 🔥🔥 سواها ابو الوليد😍😍😭,optimism,no,
6773,هذي انا والله اي احد يغثني ارفس فيه لين يكره نفسه خاصةً الزباله اللي طول الفلم يجلس على جواله ويرفع على الاضاءه https://t.co/kz0Torbyo1,anger,yes,not_hate
226,وش اسوي في غرامك يا غناتي جعل ربي يغفر : لـ قلبن تعنا  أنت و الشيطان خربتوا صلاتي هو يشدّ القلب منا .. وانت منا !,love,no,
1013,@meer5l اول مره اشوف ناس تحب صوره وهميه,surprise,no,
1929,@Noonyelkenawi الف سلامة عليها نورة ربنا يتم شفاءها علي خير يارب ❤️,optimism,no,
6221,حتى أسمي بنبرة صوته أحلى 🤷🏻‍♀️💜,love,no,
5251,@Dhahi_Khalfan هذا زمن العار لا مشكلا انت واسيادك يوم القيامة ستكنون وقود جهنم النار التي ستحرقون بها نحن بأنتظار هذا اليوم,anger,yes,not_hate
1404,RT @sireen_ghaith: بدعس بنص قلبك!!!<LF>ياخي أكيت من هيك عصبية فِشْ فِشْ😍<LF>تخيّلوا الدعسة معي😂❤️👌<LF><LF>#نادين_نسيب_نجيم,love,no,
2179,محتار في تلميع سيارتك؟<LF><LF>سلمها لـنا وأمورك في السليم😌<LF>شركة أكسبرس واش <LF>خيارك الصحيح 👌🏻<LF><LF>للحجز والأستفسار تواصل واتس اب <LF>0500060245 📞 <LF>#الرياض #غسيل_متنقل #تلميع_متنقل #مغسله_سيارات #غسيل_بخار <LF>#السناب #تم_القبض https://t.co/AjNt5IvbYi,neutral,no,
697,@mmesmail83 والله دامك بالعقليه الخرويه دي النقاش معك حرام لاكن بايجي اليوم اللي تعرف انك كنت غلطان وبتدعم عيال الوسخه اللي دمروا الوطن العربي بكله,disgust,yes,not_hate
1124,RT @o_121212121: تعالو كلكم الحساب الي في البايو الدعم فيه 🔥🔥🔥🔥🔥🔥 تنوروني 😍😍😍😍 @o_121212111,anticipation,no,
3895,💙⿻<LF><LF><LF><LF><LF><LF><LF><LF><LF>لاصــــارت الدنيا زحام وجمهره ،،<LF>ابحث عن الحكمه بقدر المستطاع،،<LF> الصمت متعه في زمـــان الثرثره ،،<LF>واجمل حضور اتقان فن الأستماع......<LF><LF>#نبض_الامل_للدعم https://t.co/fKaYNVDJC4,surprise,no,
5950,مذبحة #صبرا_وشاتيلا هي مذبحة نُفذت قبل 38 سنة في مخيمي صبرا وشاتيلا للاجئين الفلسطينيين بلبنان، والتي هي من ابشع المجازر في التاريخ الإنساني، ارتكبها اليهود وعملاؤهم في لبنان واستمرت لمدة ثلاثة أيام .. https://t.co/dnjiFjW0bh,anger,no,
5110,RT @mohamed82401296: طب حتي خافوا ع شكلكم ادام أولادكم ولا الفلوس والرز عموا ضميركم قبل عنيكم #فايق_وزاهر_اعلام_عاهر,disgust,yes,not_hate
1778,شكله بدون مكياج ينباااث<LF>https://t.co/d7SUWjJMsZ,surprise,no,
5628,قريبا سوف تظهر الحقائق كما ظهرت دسائس خيمة القذافي وكيف تم الانقلاب على الشيخ خليفة بن حمد آل ثاني رحمه الله،ونشر بكاءه بحرقة وهو يردد في في نشرات الاخبار الابن العاق الابن العاغ صدمة كبرى لكل اهل الخليج في انقلاب غادر وبكذبة كبرى على اهل قطر في العقوق ومبايعة كاذبة بإعلام كاذب https://t.co/7sR4gK7wk4,disgust,yes,not_hate
2634,العمل الحر قد يكون مليئا بالتحديات بالذات في بداياته، مع منصة #بحر، تستطيع البدء بثقة وثبات. ابدأ بتصفح المشاريع واختر المشروع المناسب لك من خلال الضغط على قدم العرض،وفي حال تم قبول العرض يمكنك بعدها البدء بالعمل! خطوات واضحة وسهلة، ابدأ الآن  https://t.co/FMXDo8agYa https://t.co/CRq6CdU7YO,neutral,no,
3489,لا أحد بإمكانه تغييب مشهدنا وحنّا أطفال نردد:فلسطين بلادنا.. واليهود كلابنا قبل نعرف مفردة السلام اللي أشغلتونا بها، حنّا حتى الرديّ، نسمّيه يهودي، كوصف لا أبلغ منه، سلام ايش؟ إسرائيل ايش؟,anger,yes,hate
1037,RT @M__albugaily: لا أدري لماذا إذا ناديتهم يامصاروة يغضبون ؟<LF><LF>هل يريدون أن أناديهم مثلاً : يا إنجليز ؟,surprise,no,
2256,@WasemHabashneh ترى ع فكره هاد اللي بيحكى عنه زلمه,neutral,no,
5905,احلى صاحب هو الي كل اهلك يعرفونه ويحبونه تحس شوي وتضمونه ب شجرة العايله🥺.<LF> @mxhhra,love,no,
2613,الاهلي طلع بيان بيقول في رمضان صبحي خارج حسابتنا واللاعب ابلغنا برغبته في الانتقال لنادي بيراميدز!!,neutral,no,
313,@RTarabic كلب ينبح ههههههههه كدا خطين باللون الاحمر,disgust,yes,not_hate
2649,تسديد_القروض_بنكيه <LF>⁧#تسديد_قروض⁩<LF><LF>-<LF>⚠️لموظفون أرآمكو <LF>تمويل يصل لــ 42 راتب بنك الأهلي✅<LF><LF>__________💰💰💰<LF><LF>☎️للإستفسار والطلب تواصل. ⬇️<LF><LF>0500084780<LF><LF>👤أبو عبد العزيز<LF>—————-💰💰,neutral,no,
2281,#تـــسديـــد_القروض_بــنكـيــه<LF>سداد قروض<LF>الراجحي <LF>الأهلي يصل 20راتب<LF>وجميع البنوك <LF>ومتعثرات في شركة سمه<LF>في جميع المناطق<LF>الرياض <LF>جده<LF>مكه<LF>المدينة<LF>الدمام <LF>جازان<LF>ابو طلال/0533386017,neutral,no,
6321,ياخي يلعن الحكام ويلعن الڤار ف بلد وسخه زي دي,anger,yes,not_hate
2547,أسعى دائما لتذليل العقبات أمام كل باحث عن عمل في مجالي المحاسبة والمراجعة الداخلية، والفترة الأخيرة الفرص متزايدة وتصلني طلبات متعددة لتزكية مرشحين ومرشحات<LF><LF>لذلك إذا فعلا مهتم في الأمر بغض النظر عن خبرتك، ارفق سيرتك الذاتية من هنا⬇️<LF>https://t.co/hANbHci7V2<LF>انشرها وكُن سبباً !🔃❤ https://t.co/kOpvCOTOtI,neutral,no,
8147,لا تتوافقوا مع ذنب الشيطان<LF>فانه لا ايمان له<LF><LF>#الفتح_يرفض_المحاصصة,neutral,yes,not_hate
5132,بخصوص الحسكة، يا ريت حدا يجيب الخبر من مكان موثوق، ولا قناة محترمة عرضت الخبر، فقط قناة #العربية (اكذب قناة) والقنوات المصرية (قنوات اكذب رئيس) وبعض القنوات الخليجية الموبوءة، هؤلاء فقط من نقلوا الخبر وهم دجالون. وين الجزيرة وال CNN أو BBC أو أي اشي محترم؟ <LF> #انقذوا_الحسكة,anticipation,no,
2159,+ الحساب الشخصي البرايفيت لمعالي الوزير<LF>@HamadMAlSheikh,neutral,no,
3137,@Almuwadea يحافظ على الوحده من خلال النهوض بعدن التي خربتوها واعدتوها الى قريه سيحافظ على الوحده بمنع الفساد وانتشار الجريمه سيحافظ على الوحده من خلال اعادة ما دمرته الحرب فهمت والا نزيد. هذا هو فسادكم وفساد وحدتكم<LF>اما وان تريدونه يأتي ليقاتل نيابه عنكم فهذا ليس في قاموسه انتها زمن السرق,disgust,yes,not_hate
7314,مساكم الله بالخير<LF>وجمعة مباركة<LF>أوصيكم ونفسي بالتفاؤل<LF>فهناك مناسبة قادمة يحتفل بها الجميع<LF>وبطبيعة الحال لن ننسى أن نشارككم هذا الفرح - انتظرونا في #اليوم_الوطني_السعودي90 <LF>حتى الآن ٣📱وأكثر من ٣٠ 🎁في انتظار المتفائلين فقط❤️<LF>وللتذكير تابع @bassam4071 و@ERO4071 مع تفعيل التنبيهات🔔,anticipation,no,
3967,RT @LamehAad: لازم تعرف يا سيّد انك العدو الأول للانتفاضة اللبنانية<LF>#فإن_حزب_الله_هم_الفاسدون,disgust,yes,not_hate
1428,@LaylaaH1_ اسعد الله روحك التي تُمطر  جمال كـ عادتها ❤️ليلى,love,no,
6262,@HebaElNile_62 أما فلسطين التي دعمها الجميع وذهب الدعم لمليشيات تتخذ اسرائيل ذريعة،وماهي سوى أدوات تدار من إيران وتركيا لتقف ضدنا لا أكثر<LF>ولم تستنزف من أجل الأرض،بل من الشعب من باع الأرض،وعمل في بناء منازل باسرائيل<LF>ولو زالت اسرائيل لمات جوعاً<LF>لأن لصوص السلطة لن يكونوا عليه أحن و ألطف من اليهود,anger,yes,not_hate
2520,@gaymomopl1 شوفي مشكلته داخلياً ايش ميوله ايش وقفيه عند حده تراه صغير تقدرين تغيرين وضعه,neutral,no,
8264,RT @AhmedBa99199775: كلب الفلوس اللي رايح لتحدي جديد وطموح <LF>ابقي شم بطوله بعد الاهلي ومسير المدرجات تجمعنا ونعرفك قيمتك الحقيقيه يابو توكه…,disgust,yes,not_hate
6381,صحيفة Time الأمريكية:<LF>1⃣(ابن سلمان الحاكم الفعلي للسعودية قاد تحركات سياسة خارجية متطرفة، منها الحرب في اليمن وحصار قطر، إضافة للعلاقات مع إسرائيل).<LF>https://t.co/azbgoRE4tP,fear,no,
6520,#الاهلي_بطل_الدوري<LF>ده العادي بتاعنا 👌😍😍<LF>مبروك علينا الفرحه يارجاله 😍😍😍😍💃💃💃💃♥️♥️♥️♥️ https://t.co/bxTatS1wUl,joy,no,
6627,RT @3bdallahamed: في كل بطوله بكسبها بطوله جديده تندهلي ❤️🦅<LF>عقبال افريقيا يا رب ❤️ https://t.co/YbE5Bq2Iar,joy,no,
448,سالم ي سالم والله اننا محظوظين فيك,love,no,
5566,@DrShdeeddAwy السيسي يطلب من الشعب الخروج للتظاهر ضد نظامه ..والشعب مش راض يخرج ..قال اييه ...الشعب مش راض يخرج بطلب من السيسي عشان مايبقاش السيسي زعيم الثورة .ههههههه,disgust,no,
1284,مساء الورد متابعيني الحلوين <LF>مح,joy,no,
3727,@illn__6 @bxxb511 انننننن <LF>كش عليكم وع دوريكم معكم انقلعو,anger,yes,not_hate
361,لي قلب مايبي غيرك حبيب <LF>ولي عين ماتبي لغيرك نظر,love,no,
5230,"@20_sh_30 اخخخ على اغلاط الدفاع القاتلة اتمنى اليوم نخرج بكلين شيت , متفائل بوجود زياد",optimism,no,
7093,@alaotaibi_2 @nonfirex @SaudiNews50 تخسى ، محد داري عنهم الا انت وقطيع المنبطحين,anger,yes,not_hate
7017,RT @aliazaali5555: انا لااجرحك. لااكسرك لا أخذلك<LF> أطمئن انا لااشبهك https://t.co/gkgrDT6Ukj,sadness,no,
5149,@SaudiPost_Care الموظفه تقول مهلة البلاغ ٥ ايام وهنا تقول مهلة البلاغ ١٠ ايام!! اصدق مين ؟!! انتم اسوأ شركه في خدمة العملاء ولا همكم رضا العميل وتضيعون الشحنات وكلن يقول كلام وهذا اخر تعامل معكم,anger,yes,not_hate
2460,@AboyazanH99 وليه ماتعوذت انت من ابليس وتركت التصوير وتتبع العورات ؟! 🤔,anger,no,
22,#تحببببون_ثامممر_وحسااام<LF>الظاهر،<LF>0Pf8k,neutral,no,
2066,@Eva51992849 الاسباني غير المكسيكي مو؟ صباح النور,neutral,no,
1653,@Bandaralshafi والله وما قالت لك ولعلمائك من ذكرتهم لا تجعلوا وتتقولوا النبي عليه أفظل الصلاة والسلام عرضة لاكذيبكم ودجلكم اليهودايام النبي لم يحتلوا ارض او هدم بيوت وسلب ونهب الاراضي والاملاك ولم يقتلوا اويسجنوا الاطفال والنساء والشيوخ كفاكم دجل يا اصحاب اللحى المزيفه عليكم من الله ما تستحقون,anger,yes,not_hate
702,ابي بس انا اضمه ويسمع قلبي واقله......,love,no,
6383,أخي حسام عندما كانت جماعة الإخوان مسيطرة على بعض القطاعات الحكومية كان الفساد منتشر بشكل لا يصدق لدرجة يأكلون أموال الفقراء واليتامى من الصدقات والجمعيات لا دين ولا ملة تمنعهم،ومثلهم أحزاب لبنان ومنهم حزباله فساد×فساد مع الأحزاب مش حتقدر تغمض عينيك 👍. https://t.co/5pPddZ7GRL,anger,yes,not_hate
2743,#جمعية_رعاية_الاطفال_المعاقين_تستغيث_بالسلطان_هيثم<LF><LF>هناك جهود ثمينه بذلت على مدار سنوات طويله لتأسيس هذه الجمعيات واصبحت اليوم مثالا يفاخر به ، فاليوم ليس من العدل ان تترك مثل هذه التضيحيات تذهب ادراج الرياح.. مطلبنا الاساسي الادراج تحت مظلة الحكومة,optimism,no,
1376,@4lPgEmM5q7Ec3XY الله يرحمها ويعوضها جنان النعيم,sadness,no,
7156,# ...قسم بالله ان اوصلوا للمجلس👉<LF>وعادوا الي كراسيهم ثاني مره....👉<LF>لا..احد يتحلطم..قراركم ونتم تتحملونه<LF>اقلها...اقلبهم لا يرجعون👉👇 https://t.co/CCld9HtcO8,anger,yes,not_hate
2468,لطالبات سنة التخرج من قسمي علوم الحاسب و نظم المعلومات، <LF>في هذا العدد الخاص، خريجات 2020 يشاركنكم تجاربهن ونصائحهن والمصادر اللي ساعدت في إتمام مشاريع التخرج بشكل مميز و رائع ✨<LF><LF>https://t.co/3QDCRySKq2,neutral,no,
3754,سالم الدوسري بعد إنتقادات وفترات سيئة كانت موهبته تغطى وعدم تطوره ابرز سلبياته، تحول الان نموذج سعودي رائع إنتاجية وحسم ونظره ومجهود واحد من افضل مواسم سالم مع النادي والمنتخب https://t.co/X9kcoIsAOy,confidence,no,
2325,@turkialhussini1 وكذلك المليس قام باخفاء بعض علب الكهرباء في غرفتين وبعد مراجعة مخطط الكهرباء امامه قال ( انا مافيه شوف ) والزمته بأظهارها وتحذيره من التهاون في العمل والا سوف يوقف عن العمل ومحاسبته فقام المعلم بتحذير عمالته بالعمل,neutral,no,
460,والله وضيع يا غوارديولا.. مالك عذر ابدًا,anger,yes,not_hate
5163,@pawtarot حروفه موجوده!! بس مو انا الطرف اليارد !! هو مره وحده ماصار يكلمني ويطلع بدون لايقولي ولا حتى يسال عني اليوم تقريبا اليوم الرابع ومحتاااره معااه!! وهاي ثالث مره نرجع حق بعض:((,sadness,no,
4183,موده تقول اشتاقت لي مره🥺,sadness,no,
7228,اليوم اطلق رصاص كثير بتشيع ضحية من ضحايا الفقر <LF>يا ريت باعوا سابقا هذه الرصاصات و اعطوه ثمنها ليفتح بسطه تعيله و لم يكن حينها ليهرب و يأخذه البحر <LF>ملاحظة اصيبت ايضا امرأة في طرابلس جراء اطلاق الرصاص<LF>#لا_لإطلاق_الرصاص,sadness,no,
4082,وش دخل ٢٠٢٠؟ واضحه انها من حقين الادبي من الغباء ماشاء الله https://t.co/v4J3rOCJNV,anger,no,
1486,RT @khv8_: @MohammedAlDeaye والله انك اسطورة الحرااااااسسسه ي ابو عزوز,confidence,no,
3678,الزينة ديالي روزي ربي يحفظها يارب 😍😍😍😍😍😍😍😍 https://t.co/703tgUdfTg,love,no,
282,@sssaaad18811 @jaberalharmi جعلك انته وابو منشار الداشر تحرقوا ي صهاينة,disgust,yes,hate
4558,RT @123dsaz: ودكم بمسابقة على السرررريع 🔥🔥<LF><LF>اطلب منكم شي واسرع احد يرسل هو الفايز<LF><LF>مع توثيق ✌🏻....جاهزييييييين,anticipation,no,
4308,@alshwiki1 اذا خسرنا مو لازم نتكلم ، الواجب نسكت لان الكلام ما يصلح ساعة الغضب<LF>نحن نتكلم الان والفريق فايز والمستوا ضعيف ، حقيقه مافيه لاعب الليله اتعب نفسه الا حمد الله والعمري البقيه تحصيل حاصل والسبب مدرب منفوخ اعلامياً<LF>انا خايف نطلع من كاس الملك بسبب مدرب يعتمد على مهاجم واحد,anger,yes,not_hate
4865,يا رئيس الوزراء سيد الكاظمي انقذ ابناء شعبك وزارة التربية لا حس ولاخبر ولاحساس عدها ولاتفكير همهم نفسهم وبس لازم تشوفون حل يعني صار اشكد واحنا انطالب لا واحد طلع وكف وكفه ويانا لا واحد كال حقهم لا واحد كال والوضع خطر شبيكم يمعودين فتحو عيونكممم وشوفو بيها زين..#انقذوا_طلاب_العراق,anger,no,
3537,وش ذا الايام اللي تشبه بعض.,sadness,no,
6200,وولد الخدامه لاعبه اصيب محد حاول له الله لا يوفقكم وينكبكم انتو وهلالكم ونصركم https://t.co/okYgKFan0i,anger,yes,not_hate
2581,RT @74AlAhlay: مذيد من الانجازات لمجلس ادارة الاهلى خطوة نحو الامام توضح ان الاهلى يخلف كثيرا <LF>اهلى الإنجازات #ستاد_الاهلي_يرحب_بكم,neutral,no,
1368,ونكمل المسا والدعم الجميل ده بيكم ❤️😍👇👇<LF>@kareem46176308<LF>@amany_moony2<LF>@mkasrhm<LF>@maha_halwani<LF>@Dr__AMiRa<LF>@Wejdan_l_f<LF>@Nalen86 <LF>@Roz9o<LF>@Bd4Lr0XtQd1tDhg<LF>@A_D_H_M7 <LF>@Nour20551143<LF>@HC89v83<LF>@Mmn_667<LF>@SuaibiMajid<LF>@77pp99yy29ww<LF>@SohailaEzz<LF>@sabreen_,joy,no,
7934,زقت والصوره مو راضيه تتغير,anger,no,
5920,حاب اقول للبيسك مستوى مستوى ماينفع كذا جيبوا لنا اختبار صح نحله ولا بلاش ماينفع يكون سهل بهذه الطريقه 😂😂😂😂😂😂,surprise,no,
597,انت من نصبوك وزير غصبا عليك وعلا الخلفك تسمع لمطلب الكادر التربوي والطلاب وغصبا عليك تنغذ. ماكتلك ابني مدرسه ولا كتلك رحلات اريد.<LF>بس جاي يطالبون بابسط الحقوق.<LF>والواجب غصبا عليك تنفذه والا راح تكون اخر ايام بالوزاره ياحرامي يانكس <LF>@AliHameedDulimi <LF>#اقاله_وزير_التربيه,anger,yes,not_hate
4351,@abu_mishriy الف مبروك يالذهبي <LF>والقادم باذن الله سيكون افضل 💙💛,joy,no,
7247,شاطئٌ حلوٌ وأزرق ❤️<LF><LF>https://t.co/Hwcqu6hNSI,joy,no,
4758,قطر الجميلة والمتنوّعة. قطر التي تعبق بالثقافة والعمران. هذي قطر يا سادة! <LF>#في_قطر <LF><LF>©الصور: matthewlawrencephotography https://t.co/nX8YJoWQiU,love,no,
646,#محافظظظه_الوجه<LF>يارب رحمتك<LF>f0Gn,fear,no,
8253,@jamalrayyan ستظل السعوديه والامارات كابوس على قلبه وسيقتلك الغل والوساخه على ما تحققه هاتين الدولتين العظيمتين من تقدما في السياسه والاقتصاد ونجحات كبيرة على مستوى الشعوب وبناء السلام والتسامح بين الاوطان.<LF><LF>والله لو تهتم في صحتك وايامك الباقيه في قراءة القران والاذكار ابرك لك من القيل والقال,disgust,yes,not_hate
5746,@kaghaden هذا اللي ماسك حساب دوري ابطال اسيا هزلت بصراحه,anger,yes,not_hate
3468,أشكر كل من شارك بالهاشتاق أو دعم وأشكر كل من عبر عن معزتي وتقديري لديه واللهم اجعلني عند حسن ظنكم واللهم وفقنا لما تحب وترضى محبتكم هي الكنز الحقيقي <LF>#المغرد_عبدالله_بندر_يمثلني https://t.co/cBXUcXGgEF,joy,no,
7680,بدي اصير رجل اعمال كبير عنده مصاري كتير🙂,anticipation,no,
2990,@omtala69 @hiamag شف من يتكلم اقول اوصل ربع انجازاتهم بعدين تعال تفلسف,anger,no,
7831,ومن ساعدة على ذلك التستر هي الجهات المناطه بهذا العمل مكافحة التستر  يجب ان تنسق مع البنوك ومراكز التحويل عندما يحول العامل اكثر من راتبه تتم مسآلته والكفيل ليوضحوا من اين لك هذا ايها العامل حضرت لتعمل بالفين ريال الآن تحول شهريا خمسة بل قديزيد .,anger,no,
4875,وأنا هيك بقول والله @al_oras <LF>شفتي هالكلام الحلو 😍😍😍<LF><LF> #بايرن_ميونيخ<LF>#MiaSanChampions https://t.co/5fCSVBAViT,joy,no,
2544,RT @TUR__AB: مشروع طريق الحرير هو سبب تكالب امريكا على العراق<LF>#الربط_السككي_يقتل_العراق,neutral,no,
6554,هذا هو افصل حل وصوت العقل يقول استلموا هذه القلعه بتاريخها المجيد ..وابعدوا الاقزام وبائعين الوهم والفاشلين اداريا . https://t.co/IahirzF9Qh,anger,no,
5341,يمه دقيقه انا حلمت ان تشان قاص شعره وصابغه,fear,no,
7391,كل اللي كنت احبهم اساميهم موجودة الله يلعنهم خونه https://t.co/VYZdm8mZfs,anger,yes,not_hate
4066,اذا ف موضوع تعبنا و نحن نسولف فيه🥴: https://t.co/FC87CfSX2O,neutral,no,
3988,@DinaDameer7 قدررررري♥️♥️♥️♥️💃🏻💃🏻🥳🥳🥳<LF>مبروك يا قدري على شبه التخرج ده🌚🌚🌚اول ما اتخرج انا بقى يبقى انت اتخرجتي😌😌😂😂,joy,no,
2160,@netfa1234 لا انا سعودي من الرياض وبرجي الميزان وعندي حسابين بتويتر وواحد بالساوند كلاود وواحد في سامبا  🤓,neutral,no,
685,جمّيل، بَهيّ، لافِت، مُبهر، رائِع، مِثالي، جذّاب، مُغري، فاتِن، حسّان، بديع، برّاق، خلّاب، ساحِر، مَليح، مُشّع، مُدهش، آسِر، حَسَن، جَمال، أخّاذ https://t.co/AiYGfTHt1M,love,no,
6527,@e32als_ صارلي ساعه اسوي ريفرش مو راضي😔,sadness,no,
3243,@azizhadlaq2010 #الاتحاد #الأندية_مقامات اقذر اعلام هو اعلام الهلال يثيرون الفتن ويقتلون القتيل ويمشون في جنازته.. دناءه لاتوصف.,disgust,yes,hate
6820,RT @YzWOr2vWlHpFMUp: الف مبروووووك للامه النصراويه ادارة جهاز فني لاعبين و جمهور الوفاء نجم المباراة اليوم جونز 💛💙💛💙 https://t.co/5PJKQmDTnp,joy,no,
4083,الله يحفظك يا بو خالد ❤️🇦🇪 #محمد_بن_زايد #اسد_دولة_الإمارات https://t.co/sx8TGsKRhg,love,no,
2837,حالة ضرب أخرى من لاعب الهلال ضد لاعب نادي العدالة دون احتساب أي مخالفة !!!<LF><LF>هل لدى لاعبي الهلال قناعة بأنهم ( ضد التعرض ) ؟!<LF><LF>#العدالة_الهلال https://t.co/PVPRnrsfx7,anger,no,
3697,RT @M_N_Z_1980: شكرا استاذ محمد قدمتم عمل اكتر من رائع بجد واثبتم نجاحكم دايما كنتوا عن حسن الظن ويارب دايما من نجاح لنجاح❤<LF>#محمد_كامل_نسر_…,confidence,no,
4941,أسوأ ما يضر بأي قضية هي الأفعال اللاعقلانية التي يسجّلها التاريخ وتتذكرها الأجيال<LF><LF>مثل موقف منظمة التحرير من احتلال الكويت<LF>ووصف اسماعيل هنية للسفاح قاسم سليماني بالشهيد، وهو الذي ولغ في دماء السوريين والعراقيين وقتل منهم أكثر مما قتلت اسرائيل من الفلسطينيين، ويعادي كل ما هو عربي https://t.co/PN1Buprpkh,anger,no,
7710,@faruqawsati ايضا كذبة اخرى الحوثي اصبح مشرد في جبال محددة و حاصروه و سيتم القضاء عليه و كل هذه الاخبار موجودة في صفحة اليمن نفسها هنا و في حساباتهم بالاضافة الى ان صفحات الحوثيين كل يوم تنعي عشرات الهلكى منها ( الله يجعل حقدك ياكلك و يبتعلك بحول الله يا طائفية يا قذرة ),anger,yes,not_hate
4040,@A15_war0 @MHabibAhi الله يصبرج يا بطلة شوفي ابن هذا العار شلون سرسري وشوفي انتي بنت البطل شلون طالعة مثل ابوج سبعة وحرة. قتلة ابوج راح يلقون حسابهم عاجلا ام اجلا.. يجوز بالمستقبل القريب ويجوز بالبعيد بس الحق يلكه طريقة دائما,anger,yes,not_hate
2230,RT @gregboston666: مين مبادل جاد بجدة Palm tree ؟ تحت ٢٥ و ناعم Rainbow flag نط خاص بصورك  واوصافك.<LF><LF>#افلاَم_سِكسِ,anticipation,yes,not_hate
6438,@actress_alaa @MAKadhimi الى رئيس الوزراء مصطفى الكاظمي اتعقلها وانت في هذا المنصب طلاب وطنك يدفعون الملايين بسبب استغلالهم من جهات اخرى؟ الم تقل الشعب حزبي وانااكافح الفساد فما بالك في صفقة الفسادالكبرى من نوعها حيث تشمل خرقاً للدستورالذي كنا ولازلنا نعتبره نهج لكل عراقي. <LF> #ر <LF>٠٠,anger,yes,not_hate
2320,@mhaO901 يا هلا فيك ،<LF>فضلا التواصل معنا على الرسائل الخاصة عبر الرابط بالأسفل  ليتسنى لي خدمتك.<LF>نتمنى لك يوم سعيد.<LF>https://t.co/8cd5h6bWrj,neutral,no,
